lat,lon,name,admin1,admin2,cc
27.6891,85.3453,Himshikhar Marg,,,
27.7173,85.3424,Kohinoor Fast Food Cafe,,,
27.6766,85.3171,Pulchowk Gabahal Rd,,,
27.728,85.322,Rani Devi Marg,,,
27.6589,85.3244,Nirmalbasti,,,
27.735,85.309,Ring Road,,,
27.7205,85.3129,Samakhusi Marg,,,
27.7026,85.3423,Bikram Pharmacy,,,
27.7357,85.3448,Jhamak Kumari Marg,,,
27.6978,85.3378,Devkota Sadak,,,
27.7102,85.3199,Golden Plaza Rd,,,
27.6963,85.3286,Tanka Prasad Ghumti Sadak,,,
27.7394,85.3386,Ring Road,,,
27.6585,85.3345,NAST research centre,,,
27.7001,85.3218,VISION INTERNATIONAL CARGO & COURIER SERVICE P.LTD..,,,
27.687,85.3119,Kupondole Ln,,,
27.7592,85.3502,Golfutar Main Rd,,,
27.6871,85.3416,Prayag Marg,,,
27.6759,85.3135,Himalaya Apartment Hotel,,,
27.6861,85.3326,Parbati Girls Hostel Pvt.Ltd.,,,
27.7155,85.3253,Situ Plaza,,,
27.6956,85.3647,Suasha Fitness Center,,,
27.6749,85.3253,Cosy Nepal,,,
27.7013,85.3235,Gorakhnath Marg,,,
27.6888,85.3066,Radiant Reader's Academy,,,
27.6926,85.2943,Pradhikaran Marg,,,
27.7113,85.3221,Hattisar Sadak,,,
27.7039,85.3263,Kalika Marg,,,
27.7225,85.352,Dhrubatara Galli,,,
27.7213,85.3179,Kapurdhara Marg,,,
27.6678,85.3133,Damodar Marg,,,
27.6776,85.311,GYANMANDALA,,,
27.7351,85.3056,Gongabu New Buspark,,,
27.7217,85.3179,Kapurdhara Marg,,,
27.6852,85.3468,The Green Cafe & Party Venue,,,
27.7061,85.3687,Unnamed Road,,,
27.7014,85.3081,Nabahi Marg,,,
27.6667,85.3232,Lagankhel Satdobato Rd,,,
27.6924,85.3196,NIC ASIA Corporate Office,,,
27.7145,85.3294,Tangal Marg,,,
27.645,85.3046,Khadkagau,,,
27.7109,85.3219,Hattisar Sadak,,,
27.6747,85.3144,Pulchowk Rd,,,
27.6701,85.309,Central Zoo,,,
27.6724,85.284,Vaishnavi Secondary School,,,
27.705,85.342,Ram Mandir Marg,,,
27.7108,85.3288,Aananda Bhairab Marg,,,
27.6874,85.2929,Madannagar Marg,,,
27.7263,85.3642,Lavee Residence,,,
27.7178,85.3347,Bishal Nagar Marg,,,
27.7181,85.3231,Kholagal Marg,,,
27.7015,85.3461,Jamuna Galli,,,
27.6657,85.3114,Ring Road,,,
27.7309,85.3648,Tinchuli,,,
27.6848,85.3203,NepBay,,,
27.7039,85.3194,Siddartha Marg,,,
27.7254,85.3221,Shangri-La Hotel,,,
27.6778,85.3205,Patan Dhoka-Madan Smarak Road,,,
27.6571,85.3263,Satdobato-Godavari Rd,,,
27.7118,85.3371,Shahid Marg,,,
27.6993,85.345,Sinamangal Rd,,,
27.7152,85.3086,Paknajol Marg 43/33,,,
27.6837,85.312,Sunshine Apartments,,,
27.6733,85.3142,Nepal SBI Bank ATM,,,
27.7083,85.3277,Sunrise Business Park,,,
27.6861,85.3165,Coffee Beans,,,
27.6753,85.352,Jadibuti Pedestrian Bridge,,,
27.7055,85.3226,Foodpoint Pvt. Ltd.,,,
27.7398,85.321,Tokha Rd,,,
27.7207,85.3195,Lazimpat Rd,,,
27.7063,85.3337,Maiti Devi Marg,,,
27.6958,85.3356,Sahabhagita Marga,,,
27.6989,85.2903,Red Cross Rd,,,
27.6473,85.3255,Tutuapni,,,
27.6956,85.3095,MAW Enterprises Pvt. Ltd.,,,
27.6687,85.3299,Tyagal - Lalitpur Rd,,,
27.678,85.3159,Pulchowk Rd,,,
27.6956,85.3086,Tripura Marg,,,
27.7453,85.3123,Unnamed Road,,,
27.6738,85.3233,Prime Commercial Bank,,,
27.7163,85.3451,Natyashwori Marg,,,
27.7233,85.3188,Nursery Rd,,,
27.6619,85.3143,Damodar Marg,,,
27.7357,85.3398,Aruna Lama Marg,,,
27.7002,85.309,Hanumansthan Marg,,,
27.7317,85.3443,Ring Road,,,
27.7041,85.3413,Jyoti Marg,,,
27.7108,85.3174,Pizza Hut Restaurant,,,
27.6992,85.3128,Central Cinema Pvt. Ltd.,,,
27.7228,85.3212,Lazimpat Rd,,,
27.708,85.322,Freshcup Coffee,,,
27.6994,85.2872,Crowne Plaza Kathmandu-Soaltee,,,
27.6747,85.3978,Radhe Radhe Bus Stand,,,
27.6875,85.3479,Raja Janak Marg 44621,,,
27.6806,85.3173,Pulchowk Rd,,,
27.6885,85.3353,Madan Bhandari Road,,,
27.7038,85.3416,Jyoti Marg,,,
27.7207,85.316,Alka Basti Marg,,,
27.7337,85.3365,Gairi Marg,,,
27.6876,85.328,Madhya Marg,,,
27.659,85.3207,Makoo Bakery,,,
27.6654,85.3129,Ring Road,,,
27.6843,85.3127,Shangrila Road 273,,,
27.7209,85.3625,Boudhanath Sadak 6,,,
27.6729,85.4039,Srijana Nagar Bus Stop,,,
27.7182,85.3307,Nepal,,,
27.7151,85.3243,Nagpokhari Marg 1,,,
27.6955,85.3094,Tripura Marg,,,
27.7126,85.3131,Chhusya Galli,,,
27.7093,85.2989,Daloo Co-operative,,,
27.6978,85.3493,Shree Binayak Marg,,,
27.708,85.3204,Kamaladi Rd,,,
27.7147,85.2864,Swoyambhu Area Post Office,,,
27.7274,85.31,Mhepi Ajima,,,
27.6908,85.3176,Thapathali Road,,,
27.7184,85.3318,Bishal Nagar Marg,,,
27.7413,85.338,Stephens International School,,,
27.7067,85.2858,Museum Marg,,,
27.7097,85.3176,ZARA,,,
27.7209,85.3317,Thirbam Sadak 1722,,,
27.7147,85.3307,Damaru Cultural Tours & Travels Kathmandu Nepal,,,
27.7171,85.3255,Gairidhara Sadak,,,
27.7175,85.3293,Little Kingdom Child Development Center,,,
27.7017,85.3004,KK MART,,,
27.6801,85.3435,SIDDHARTHA COTTAGE RESTAURANT & BAR,,,
27.7223,85.3201,Lazimpat Rd,,,
27.7059,85.3237,Dilli Bazaar Sadak,,,
27.6967,85.2938,Soaltee Mode,,,
27.689,85.3409,English Preparatory School,,,
27.7208,85.3461,Ring Road,,,
27.711,85.3332,Regency Banquet,,,
27.6802,85.3342,Sun Farmer Nepal,,,
27.7208,85.3614,Boudhanath Sadak 6,,,
27.7466,85.3238,Greenland School,,,
27.7385,85.3417,Aakirti Marg,,,
27.7145,85.3113,New Era Enterprises,,,
27.732,85.3573,Kapan,,,
27.7144,85.3114,Thamel Marg 1 Kathmandu 44600 Nepal,,,
27.69,85.3325,R & D Innovative Solution Pvt. Ltd.,,,
27.7208,85.3086,Shanvi Chatamari Corner,,,
27.7065,85.351,Bagmati Rd,,,
27.6698,85.3149,Manbhawan Rd,,,
27.6793,85.3105,Jhamsikhel Marg,,,
27.7233,85.3309,Thirbam Sadak,,,
27.6739,85.322,Om Bahal Rd,,,
27.7204,85.321,Kumari Mai Marg,,,
27.6787,85.362,Bhaktapur Rd 16,,,
27.7448,85.3394,Nirvana Home,,,
27.7195,85.3125,Buddha Tole Marg,,,
27.7268,85.3582,Dujang Traders,,,
27.6544,85.3055,Ekantakuna-Tikabhairab Rd,,,
27.6704,85.3093,DFID Nepal,,,
27.7015,85.331,Chandan Marg,,,
27.7065,85.3097,Chandraman Singh Marg,,,
27.6661,85.3326,F072,,,
27.6616,85.3366,Lalitpur,,,
27.7007,85.2825,Ring Road,,,
27.6997,85.331,Rudramati Marg,,,
27.7045,85.3458,Bajreshwori Marg,,,
27.6925,85.3155,Tripura Marg,,,
27.6586,85.3348,New Town,,,
27.6866,85.3152,Luitel Rd,,,
27.7078,85.318,Bhandari Marg,,,
27.7098,85.3185,CW Party Place,,,
27.6845,85.3338,Grill Durbar,,,
27.7404,85.3226,Tokha Rd,,,
27.6778,85.3263,Konti Rd,,,
27.694,85.3208,Madan Bhandari Road,,,
27.7084,85.3328,Pashupati Rd 866,,,
27.6913,85.3176,Thapathali Road,,,
27.6846,85.2956,Panika Road,,,
27.6966,85.3394,BanaGanga Marga,,,
27.6668,85.3244,Karuna Path,,,
27.6954,85.3367,Softech Infosys Pvt. Ltd.,,,
27.6939,85.3138,United World Trade Center,,,
27.6455,85.3047,Ekantakuna-Tikabhairab Rd,,,
27.7284,85.3089,Krishnaarpan Pharmacy,,,
27.6486,85.3348,Satdobato-Godavari Rd,,,
27.6775,85.3074,The Residency - Bajra & Shangrila,,,
27.6475,85.3348,Satdobato-Godavari Rd,,,
27.642,85.3215,Dholahiti Micro Stand,,,
27.6619,85.3426,Krishna Mandir,,,
27.7372,85.323,Bashundhara Ring Rd Track N,,,
27.7053,85.334,Maiti Devi Marg,,,
27.7151,85.3086,Paknajol Marg 43/33,,,
27.7053,85.3264,Dilli Bazaar Sadak,,,
27.6861,85.3349,Columbus HSS & College,,,
27.6748,85.3041,Pulchowk - Dhobighat Rd 4,,,
27.7074,85.3128,Nepal Wool House,,,
27.6966,85.3059,Tripura Marg,,,
27.6753,85.319,Pulchowk Gabahal Rd,,,
27.7204,85.3272,Neel Sarswoti Marg,,,
27.7033,85.3116,New Road,,,
27.704,85.3226,Kuber Plazza,,,
27.6994,85.3107,Kathmandu Valley Hospital,,,
27.6868,85.3073,Didi-Baihini Marg,,,
27.7555,85.3381,Khatri Colony Rd,,,
27.7192,85.3518,Chuchepati Petrol Station,,,
27.7141,85.3484,Sanguri Marga,,,
27.7122,85.3222,Hattisar Sadak 615,,,
27.6905,85.3345,Anmol Catering,,,
27.7042,85.3094,Sukra Path,,,
27.687,85.2982,TU Rd,,,
27.6948,85.322,Tanka Prasad Ghumti Sadak,,,
27.7302,85.3303,Thirbam Sadak,,,
27.6866,85.3422,Alok Nagar Marg,,,
27.695,85.3113,Central Veterinary Hospital,,,
27.6853,85.3165,Kupondole Rd 162,,,
27.6822,85.3096,Sports Coffee House,,,
27.6794,85.3102,Jhamsikhel Marg,,,
27.6971,85.3504,Tara Marg,,,
27.7324,85.3569,Tenzing chowk,,,
27.716,85.3069,Kushlechaur Marg,,,
27.7187,85.3175,Hotel Ambassador,,,
27.6878,85.3161,Kupondole Rd,,,
27.6799,85.3169,Classic Serviced Apartment,,,
27.7,85.3564,Tribhuvan Air Traffic Control Tower,,,
27.6985,85.2858,Anil Studios,,,
27.7244,85.3459,Gopi Krishna Marga,,,
27.6674,85.3531,Phildol,,,
27.7021,85.2893,Tahachal Marg,,,
27.6909,85.318,Maternity Hospital Road,,,
27.6749,85.3458,Shanaz Beauty Parlour,,,
27.7108,85.3177,Durbar Marg,,,
27.7097,85.3216,Cerise Fashion Atelier,,,
27.6705,85.3472,Unique Driving School,,,
27.7019,85.3252,Kalika Marg,,,
27.6717,85.3192,Lagankhel Satdobato Rd,,,
27.7609,85.352,Golfutar Main Rd,,,
27.7094,85.3221,Hattisar Rd,,,
27.7109,85.3222,Hattisar Sadak,,,
27.6914,85.3327,Bhakti Thapa Sadak,,,
27.6884,85.3336,Madan Bhandari Road,,,
27.693,85.3708,Sun City,,,
27.6891,85.3284,Hemanta Marg,,,
27.7072,85.3123,Masa Galli,,,
27.7183,85.3281,Benelli Service Center,,,
27.7094,85.3104,Shree Gha Bihar Rd,,,
27.6776,85.3341,Chyasal Football Club,,,
27.6831,85.3874,Bhaktapur Road,,,
27.706,85.3006,Elena Khaja Ghar,,,
27.7167,85.303,Ekikaran Sadak,,,
27.7524,85.3419,Chyasundol Marg,,,
27.7236,85.3403,Deepsagar Marg,,,
27.7341,85.3148,Samakhusi Marg,,,
27.7144,85.3284,YAMAHA MUSIC STORE,,,
27.7315,85.3442,Dhumbarahi Marg,,,
27.7036,85.3099,New Rd,,,
27.6609,85.3052,Ekantakuna-Tikabhairab Rd,,,
27.7069,85.2975,Aastha School,,,
27.7236,85.3477,Gopi Krishna Marga,,,
27.7172,85.3304,Sterrace Lounge & Bar,,,
27.7214,85.3381,Handigaun Marg,,,
27.6996,85.3385,Devkota Sadak,,,
27.7057,85.3228,Putali Sadak,,,
27.6677,85.3233,Lagankhel Satdobato Rd,,,
27.6926,85.3257,Kathmandu District Court,,,
27.6933,85.3508,Jagritinagar Marga 533,,,
27.687,85.334,Subarna Marg,,,
27.7106,85.3221,Hattisar Sadak,,,
27.6589,85.3195,Ring Road,,,
27.7182,85.3161,MY CHOICE Restaurant & Bar,,,
27.6658,85.2952,Chiya Chautari,,,
27.716,85.313,Amrit Marg,,,
27.698,85.3215,Putalisadak,,,
27.7201,85.3192,Embassy of France,,,
27.6926,85.2934,Pradhikaran Marg,,,
27.6741,85.3233,Dhaugal Rd,,,
27.6956,85.3452,Katyani Marg,,,
27.6829,85.3058,Milap Rd,,,
27.7172,85.3249,Le Fabec,,,
27.6996,85.329,Ghattekulo Marg,,,
27.7015,85.3504,Hotel Kathmandu Inn,,,
27.7081,85.3273,Charkhal rd Dillibazar ???????? 44600 Nepal,,,
27.6926,85.3377,Panchakumari Marg,,,
27.6841,85.2957,Panika Road,,,
27.6737,85.3142,Rishab Biz Complex,,,
27.6534,85.3308,Satdobato-Godavari Rd,,,
27.7145,85.3241,Nagpokhari Marg 1,,,
27.728,85.3566,Saraswatinagar Rd,,,
27.7022,85.3396,Mansarover Party Palace,,,
27.7041,85.3224,NIEC,,,
27.7245,85.3222,Lazimpat Rd,,,
27.7048,85.3251,Dillibazar Height Marg,,,
27.7195,85.3758,Stupa College Rd,,,
27.7063,85.2884,Museum Marg,,,
27.7384,85.3354,Nabil Galli,,,
27.67,85.3219,Lagankhel Satdobato Rd,,,
27.6749,85.3074,Pulchowk - Dhobighat Rd 4,,,
27.6909,85.3393,Ekta Marga,,,
27.6793,85.3239,Mitra Marg,,,
27.658,85.3255,Satdobato-Godavari Rd,,,
27.7241,85.329,Subarna Shamsher Marg,,,
27.7318,85.3292,Le Sherpa Restaurant,,,
27.6869,85.3352,Shankhamul Marga,,,
27.7194,85.3518,Boudhanath Sadak,,,
27.6875,85.3268,BhriguMarg,,,
27.7184,85.3467,Rishi Bhakta Marg,,,
27.7212,85.3282,KTM Service,,,
27.7281,85.346,Ring Road,,,
27.7273,85.3413,Dhumbarahi Marg,,,
27.7135,85.3375,Hira Ratna Cinema,,,
27.7077,85.3189,Cheers Enterprise,,,
27.6719,85.3173,Lagankhel Satdobato Rd,,,
27.6925,85.3363,Chelsea International Academy,,,
27.7181,85.3048,A-one Cafe & Bakery,,,
27.7256,85.3375,Panchakumari Tol,,,
27.7028,85.2908,Shrestha Colony Road,,,
27.7016,85.3033,Renault Service Center,,,
27.6923,85.2979,Siddhartha Marg,,,
27.7083,85.3365,Rock House Cafe & Banquet,,,
27.6715,85.3188,Ncell Centre Kumaripati,,,
27.6851,85.326,Park Ln 22,,,
27.723,85.3087,Nirmal Lama Marg,,,
27.6951,85.3103,Tulsi Plaza,,,
27.6619,85.3073,Bull's Club Swimming Pool,,,
27.678,85.3164,Menak Jewelry,,,
27.711,85.3185,Beena Marg,,,
27.7031,85.3301,Birendra Marg,,,
27.6975,85.3383,Devkota Sadak,,,
27.6881,85.322,Himarsa,,,
27.7388,85.3567,Organic Farm House Kapan,,,
27.7038,85.3706,Unnamed Road,,,
27.7393,85.3398,Hotel Shambala,,,
27.6784,85.3048,The Red Mandolin Lounge n Bar,,,
27.701,85.3531,Ring Road,,,
27.6752,85.3006,Sunrise Tower Banglow,,,
27.7013,85.3236,Gorakhnath Marg,,,
27.6939,85.3129,Tripura Marg,,,
27.6814,85.3034,National Law College,,,
27.7134,85.3239,Nagpokhari Marg 1,,,
27.7373,85.3377,Shanti Priya Marg,,,
27.7076,85.3444,Gaushala Police Station,,,
27.7147,85.3297,Nepal Telecom,,,
27.7389,85.3212,Tokha Rd,,,
27.6789,85.3098,Jhamsikhel Marg,,,
27.6896,85.3366,Devkota Sadak,,,
27.7263,85.3022,Bhat-Bhateni Balaju,,,
27.718,85.3449,Gangahiti Marg,,,
27.74,85.3442,Jana Marg,,,
27.6735,85.3516,Bhagwan Kripa Marga,,,
27.7044,85.3068,Layaku Marg,,,
27.7034,85.3112,New Rd,,,
27.707,85.3767,Unnamed Road,,,
27.7119,85.3132,Seeing Hands Clinic,,,
27.7233,85.3592,Hotel Butsugen,,,
27.7177,85.3093,Paknajol Marg,,,
27.7029,85.3412,Jyoti Marg,,,
27.7016,85.3015,Gupta Store,,,
27.7087,85.3315,Pashupati Rd 866,,,
27.6965,85.3468,Prayag Marg 1240,,,
27.6802,85.3162,Pulchowk Rd,,,
27.6901,85.3521,Ring Road,,,
27.6944,85.3106,CloudFactory Tripureshwor Office,,,
27.7269,85.3085,Mhepi Marg,,,
27.6716,85.3387,Sahid Sukraraj Marga,,,
27.6822,85.3162,Maitri Marg,,,
27.7042,85.3065,Basantapur,,,
27.6755,85.3238,Dhalayacha - Nagabahal Rd,,,
27.7067,85.3139,Bhotahiti Subway,,,
27.6922,85.3155,Tripura Marg,,,
27.6687,85.3217,Lagankhel Satdobato Rd,,,
27.6921,85.3433,Nirajan Bikram Marga,,,
27.7126,85.3004,Bijeshwori Temple,,,
27.7279,85.3342,European Bakery,,,
27.7032,85.3265,Kalika Marg,,,
27.7013,85.3411,Sinamangal Rd,,,
27.717,85.3436,Department of Music,,,
27.7034,85.3586,Trivhuwan International Airport Domestic Terminal,,,
27.6949,85.3103,Tulsi Plaza,,,
27.7001,85.3433,Ghumti Kumari Marg,,,
27.7226,85.3555,Tushal-Mahankal Rd,,,
27.7184,85.3416,Adarsha Basanti Marg,,,
27.6942,85.313,United World Trade Centre,,,
27.6832,85.3478,Siddhartha Sweets and Bakery,,,
27.7065,85.3154,Ratna Park Path,,,
27.753,85.3345,Nepal Mahoroba Bakery P ltd,,,
27.7307,85.3446,I am the Gardener,,,
27.7196,85.287,Manjusri,,,
27.6725,85.3141,Jawalakhel Bus Stop,,,
27.7341,85.33,Le Sherpa Restaurant,,,
27.7012,85.3323,Chandan Marg,,,
27.6864,85.3129,Motors Nepal Pvt. Ltd,,,
27.6651,85.3361,F072,,,
27.7075,85.3432,House#268,,,
27.7139,85.3159,Narayanhiti Path,,,
27.7352,85.3183,Ring Road,,,
27.7082,85.3367,Pashupati Rd,,,
27.724,85.3136,Samakhusi Marg,,,
27.6917,85.3235,Radha Krishna Marg,,,
27.6782,85.3127,Patan 44700 Nepal,,,
27.7043,85.3354,Rudramati Marg,,,
27.7215,85.3308,Thirbam Sadak,,,
27.6997,85.3149,Shahid Gate,,,
27.7115,85.3702,P. And Pi. Block industry,,,
27.6912,85.3466,SIDDHARTHA COTTAGE RESTAURANT & BAR,,,
27.6931,85.3684,Unnamed Road,,,
27.7061,85.3393,House#268,,,
27.6843,85.3192,Hotel Himalaya,,,
27.7183,85.3367,Handigaun Marg,,,
27.6895,85.3209,Aadarsh Marg,,,
27.7065,85.3083,Etum Bahal Marg,,,
27.6968,85.3211,Putalisadak,,,
27.665,85.3173,Manbhawan Rd,,,
27.6753,85.3082,Pulchowk - Dhobighat Rd,,,
27.7172,85.3116,PRIME CITY Tours & Travels Pvt. Ltd,,,
27.7072,85.3274,Charkhal Rd,,,
27.7091,85.3163,Jamal Rd,,,
27.7348,85.3457,Dhumbarahi Marg,,,
27.6926,85.2951,Pradhikaran Marg,,,
27.7181,85.317,Lazimpat Road,,,
27.7262,85.3549,Saraswatinagar Rd 6,,,
27.6884,85.3071,Nara Lakhe,,,
27.6458,85.3322,FOCUS SOLAR,,,
27.6931,85.3275,Tanka Prasad Ghumti Sadak,,,
27.7077,85.3334,Maiti Devi Marg,,,
27.7041,85.2871,National Museum of Nepal,,,
27.645,85.3374,Rajdhani Remit,,,
27.6907,85.3391,Bakery Caf�,,,
27.7231,85.3197,Nursery Rd 322,,,
27.71,85.3247,Pashupati Rd,,,
27.7287,85.3167,Ranibari Marg,,,
27.6359,85.3005,Khokana Bus Park,,,
27.7021,85.3291,Chandan Marg,,,
27.6947,85.3224,Tanka Prasad Ghumti Sadak,,,
27.706,85.3338,Maiti Devi Marg,,,
27.7032,85.3346,Pawan Marg,,,
27.7224,85.3101,Rayamajhi Marga,,,
27.6558,85.3169,Timba Sirak Factory,,,
27.7049,85.3308,Dilli Bazaar Rd,,,
27.7008,85.3243,Kalika Marg,,,
27.6891,85.3802,NamunaBasti,,,
27.6979,85.3375,Ambition Academy,,,
27.6788,85.3382,Thulodhara,,,
27.7271,85.3638,Sahitya Sadan,,,
27.6494,85.3338,Kalyan Shresthas Residence,,,
27.6849,85.2976,Ring Road 44600,,,
27.663,85.3351,F072,,,
27.7083,85.3106,Thaye Maru Baha,,,
27.6878,85.3137,Luitel Rd,,,
27.7225,85.346,Gopi Krishna Marga,,,
27.7094,85.3269,Pashupati Sadak,,,
27.7066,85.3162,Kathmandu 44600 Nepal,,,
27.7126,85.2846,Chalcha marg,,,
27.7419,85.3218,Tokha Rd,,,
27.7158,85.3078,Kathmandu Friendly Home,,,
27.7314,85.3419,Pragati tole,,,
27.7242,85.3148,Bal Kumari Marg,,,
27.7195,85.3118,Mount Fuji Home ?????? ???? ???,,,
27.7087,85.3181,Kulratna Marg,,,
27.6893,85.3283,Hemanta Marg,,,
27.7297,85.3332,Upahar Marg,,,
27.7389,85.3453,Pyramid International Employment Service Pvt. Ltd.,,,
27.724,85.331,Shangri-la Development Bank Ltd.,,,
27.6771,85.3092,Jhamsikhel Road,,,
27.7228,85.3462,Gopi Krishna Marga,,,
27.7172,85.3051,Swayambhu Marg,,,
27.695,85.3068,Sahid Shukra Marg,,,
27.7128,85.3235,Manakamana Marga,,,
27.6974,85.2945,Crowne Plaza Kathmandu-Soaltee,,,
27.722,85.362,Boudhanath Sadak 6,,,
27.7626,85.3522,Golfutar Main Rd,,,
27.6762,85.3133,8 Degrees,,,
27.7123,85.3103,Chaksibari Marg,,,
27.7184,85.324,Kholagal Marg,,,
27.7175,85.2941,Siddhicharan Marg,,,
27.6807,85.3103,Sports Coffee House,,,
27.6302,85.3163,Valley Homes,,,
27.6857,85.318,Kupondole Rd 162,,,
27.7159,85.3278,Naxal,,,
27.7137,85.3449,Ambey Residency,,,
27.7431,85.33,Facefood,,,
27.7057,85.3209,Nepal Academy,,,
27.6732,85.331,Lonla Tole Marga,,,
27.7315,85.3145,Samakhusi Marg,,,
27.6837,85.3041,Ring Road,,,
27.6777,85.2749,Khashi Bazar Youth Club,,,
27.6737,85.3072,Pulchowk - Dhobighat Rd 4,,,
27.7118,85.3079,Yapikhya Marg,,,
27.6559,85.2991,Vinayak Sadak,,,
27.6595,85.344,F072,,,
27.7171,85.333,Kotal Marg,,,
27.7253,85.3227,Lazimpat Rd,,,
27.6925,85.3354,Okharbot Marg,,,
27.6975,85.3092,Sungabha Marg,,,
27.695,85.3192,Bhadrakali Marg,,,
27.7035,85.3054,Paropakar Marg,,,
27.7219,85.3732,Boudha Road,,,
27.715,85.3266,Sama Marga,,,
27.6903,85.3287,Bijuli Bajar Bridge,,,
27.7057,85.3208,Bag Bazar Sadak,,,
27.7138,85.3487,Gaurighat Marg,,,
27.7155,85.3085,Paknajol Marg,,,
27.6292,85.3184,Milijuli Khaja Ghar,,,
27.6703,85.3216,Cafe de Patan,,,
27.708,85.3298,Radhe Marg,,,
27.6798,85.307,Milap Rd,,,
27.6888,85.309,Nara Lakhe,,,
27.7064,85.3235,Bhaskar Marg,,,
27.6622,85.3287,Lukhusi Machagal,,,
27.734,85.3409,Banshidhar Marg,,,
27.6946,85.3106,Sasto Deal Pvt. Ltd.,,,
27.7202,85.3191,Lazimpat Rd,,,
27.6863,85.3481,Pentagon International College,,,
27.7202,85.3429,Rudramati Marg2,,,
27.7781,85.3626,Budhanilkantha Temple,,,
27.6812,85.3301,Sankhamul - Balkumari Rd,,,
27.7294,85.2986,Balaju Park,,,
27.6942,85.3197,Thapathali Road,,,
27.7272,85.3416,Dhumbarahi Marg,,,
27.692,85.3478,Shantinagar Futsal,,,
27.7038,85.3109,Apple Plaza,,,
27.6861,85.345,Madan Bhandari Road,,,
27.7132,85.3375,Rudramati Marg,,,
27.6789,85.3166,Labim Mall,,,
27.7122,85.3361,Elahi Petrol Pump,,,
27.6949,85.3069,United World Trade Center,,,
27.7172,85.3466,Ring Road,,,
27.7184,85.3191,Metro Park,,,
27.6939,85.2814,Ring Road,,,
27.7316,85.3241,Krishna Dhara Marg,,,
27.6834,85.3307,Jana Ekta Marg,,,
27.6972,85.3376,Devkota Sadak,,,
27.7204,85.3194,Baskin Robbins,,,
27.7053,85.2879,Jagat Tailors,,,
27.7409,85.3393,Kapan Marg,,,
27.6909,85.3099,Bagamati Tripureswor Bridge,,,
27.7255,85.3134,Abhiyan Marg,,,
27.7038,85.3416,Mirage Lords Inn Kathmandu,,,
27.7184,85.3316,Nepal,,,
27.6973,85.3399,Gurans Tole,,,
27.6651,85.3132,Ring Road,,,
27.6934,85.2817,Ring Road,,,
27.7005,85.322,Mani Photocopy,,,
27.6597,85.3543,Pawan Prakriti School,,,
27.7064,85.3176,Ratna Book Distributors Pvt. Ltd.,,,
27.6672,85.3233,Lagankhel Satdobato Rd,,,
27.7125,85.3004,Tallo Bijayabari Marg,,,
27.6885,85.3331,Madan Bhandari Road,,,
27.7188,85.3498,Boudhanath Sadak 40325,,,
27.7081,85.3217,Taiwan Lights,,,
27.6467,85.326,Downtown Apartment,,,
27.7152,85.3258,Narayan Chaur,,,
27.6985,85.3133,Kanti Path,,,
27.6853,85.2982,Kuleshwor Road,,,
27.7041,85.3061,Layaku Marg,,,
27.734,85.3368,Kathmandu Living Labs,,,
27.6857,85.2981,Kuleshwor Road,,,
27.6614,85.3182,Mahalaxmisthan Chowk,,,
27.6838,85.3085,Sanepa Heights Rd 16,,,
27.671,85.3079,Highland House,,,
27.6946,85.3296,Gautam Buddha Marg,,,
27.7268,85.3531,Saraswatinagar Rd,,,
27.6923,85.2931,Bhaktajan Marg,,,
27.735,85.3381,Chundevi Marg Kathmandu 44600 Nepal,,,
27.7018,85.311,Khechapukhu Sadak,,,
27.713,85.3285,Bhagawati Marg,,,
27.6843,85.3016,Ring Road 44600,,,
27.7234,85.3493,Saraswatinagar Rd,,,
27.7207,85.3648,Boudhanath Sadak 4600,,,
27.7076,85.3164,Durbar Marg,,,
27.7061,85.3228,Lumbini Fast Food & Coffee Shop,,,
27.7038,85.3328,Birendra Marg,,,
27.6969,85.3379,Devkota Sadak,,,
27.7035,85.3076,Bhatti Restro,,,
27.6774,85.3075,Residency Apartment,,,
27.6673,85.299,Bagdol Rd,,,
27.7429,85.3474,Mandikhatar Micro Station,,,
27.7008,85.3538,Regal Airport Hotel,,,
27.7081,85.2794,Sitapaila,,,
27.762,85.3568,Khadka Bhadrakali Marg,,,
27.7388,85.327,Canvas Int'l College,,,
27.7197,85.3092,Naya Bazaar Marg,,,
27.724,85.3036,Khusibu Bishnumati Kinar Right,,,
27.7008,85.3119,Sundhara Marg,,,
27.7104,85.2735,Sitapaila Marg,,,
27.7105,85.3082,Ikha Pokhari Marg,,,
27.7207,85.3229,HIMALAYAN LOGISTICS & RECRUITMENT PVT LTD,,,
27.6883,85.3013,Sahid Smarak Park,,,
27.687,85.3338,Subarna Marg,,,
27.7254,85.3245,International French School of Kathmandu,,,
27.7031,85.3224,Putalisadak,,,
27.6467,85.3255,Downtown Apartment,,,
27.7283,85.3255,Shibungal Galli,,,
27.6667,85.3209,Mahalaxmisthan Rd,,,
27.7368,85.3179,Tokha Rd,,,
27.6851,85.3196,BM JOBS,,,
27.714,85.278,Swotantra Marg,,,
27.6859,85.3143,Luitel Rd,,,
27.7002,85.3535,Global IME Bank,,,
27.651,85.3304,Satdobato-Godavari Rd,,,
27.7176,85.3587,Pudasaini Niwaas,,,
27.7349,85.3218,Club Orchid Health and Fitness,,,
27.7072,85.3019,Bishnumati Track Sadak,,,
27.6734,85.3667,Araniko Highway,,,
